	X09_11_N_N_0	X09_13_N_N_0	X09_24_N_N_0	X09_8_N_N_0	X10_11_N_N_0	X10_13_N_N_0	X10_24_N_N_0	X10_8_N_N_0	X11_11_N_N_0	X11_13_N_N_0	X11_24_N_N_0	X11_8_N_N_0	X12_11_N_N_0	X12_13_N_N_0	X12_24_N_N_0	X12_8_N_N_0	X13_11_N_N_0	X13_13_N_N_0	X13_24_N_N_0	X13_8_N_N_0	X14_11_N_N_0	X14_13_N_N_0	X14_24_N_N_0	X14_8_N_N_0
Zotu17351	1	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Zotu2203	2	1	0	1	0	1	14	1	2	3	1	3	2	2	9	4	0	4	1	1	0	14	0	6
Zotu4201	3	2	4	1	0	1	0	4	2	1	0	2	0	4	0	0	0	2	3	0	0	1	0	1
Zotu8638	2	3	2	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1844	2	2	0	0	2	0	5	1	0	0	0	0	2	0	0	0	3	1	0	0	14	1	14	14
Zotu957	4	10	10	7	8	5	6	4	8	1	6	2	5	5	2	1	1	3	8	3	11	0	9	3
Zotu4095	1	1	0	0	1	1	0	2	1	0	2	0	3	0	0	2	2	1	0	2	0	1	1	2
Zotu5140	5	2	2	3	1	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	0	6	0	0
Zotu10817	1	0	0	1	2	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1
Zotu7681	2	2	0	0	3	2	1	0	0	0	2	0	1	0	0	0	1	1	1	7	1	1	0	0
Zotu4424	2	0	0	0	1	0	0	3	0	0	0	0	1	1	0	1	3	0	0	1	0	0	6	1
Zotu8660	3	0	1	3	1	2	1	1	1	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0
Zotu215	2	2	1	1	32	7	17	4	7	0	0	0	3	0	1	0	20	6	4	15	145	25	63	27
Zotu443	5	8	15	5	9	8	1	9	6	1	5	3	9	7	24	2	11	8	6	9	24	4	45	18
Zotu4917	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu1400	2	4	7	1	0	3	3	3	7	5	6	3	2	7	6	5	2	2	5	1	1	0	0	3
Zotu1975	1	3	8	4	1	2	14	3	2	3	4	2	1	0	3	1	1	0	1	2	0	0	0	0
Zotu6138	1	1	1	0	2	1	1	1	1	0	0	0	1	0	1	0	2	2	0	1	1	1	0	1
Zotu13888	6	0	1	2	3	8	4	4	1	2	1	1	0	0	1	1	5	0	2	10	0	2	0	0
Zotu4506	8	3	2	0	4	0	2	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Zotu2737	4	3	3	3	2	1	7	1	2	4	2	6	0	5	3	3	0	0	0	0	0	0	1	0
Zotu16562	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	1	0	0
Zotu533	4	4	12	7	12	11	22	3	13	18	14	8	9	27	30	9	10	1	14	8	1	8	9	4
Zotu4410	2	5	4	2	0	1	2	0	0	6	1	2	0	0	0	2	1	0	0	0	0	0	0	0
Zotu9427	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1
Zotu6888	3	6	0	1	0	0	1	2	1	1	0	0	3	0	0	1	1	2	7	0	0	3	0	2
Zotu8314	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu5252	3	10	2	1	0	0	1	5	0	0	1	0	0	2	0	1	0	2	1	1	0	1	0	0
Zotu2331	5	1	3	3	2	0	7	0	1	3	3	4	0	2	0	0	1	1	3	2	0	5	0	0
Zotu2148	4	2	3	4	2	1	2	2	6	2	6	4	4	2	0	3	3	3	1	1	0	0	0	0
Zotu13188	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9357	1	0	2	2	1	0	1	1	1	0	1	0	1	0	0	0	2	0	0	0	1	0	1	1
Zotu892	2	5	16	6	7	5	1	6	6	9	11	8	7	9	0	9	8	7	10	6	5	5	2	6
Zotu3785	2	1	1	3	5	0	0	0	2	0	0	0	0	0	3	0	0	1	1	0	1	0	1	1
Zotu2066	6	9	6	4	3	0	0	0	1	2	1	1	1	1	0	1	5	5	7	3	1	17	1	4
Zotu3243	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	1	1	0	1	0	1
Zotu3059	8	2	2	3	2	1	7	2	0	2	0	3	0	1	0	0	0	1	1	0	0	1	0	0
Zotu1579	1	5	3	1	1	2	3	1	7	3	0	2	0	1	0	2	1	1	5	4	1	0	1	2
Zotu6582	1	1	1	1	1	0	0	3	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
Zotu3236	0	4	0	1	1	0	0	0	6	0	0	7	0	0	0	1	1	1	1	1	0	0	0	0
Zotu2677	3	3	2	3	0	0	3	0	2	2	0	0	1	3	9	0	0	2	1	2	0	11	0	0
Zotu17790	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1
Zotu17037	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1323	0	1	4	1	3	0	26	2	3	8	5	6	2	17	6	5	0	1	2	0	0	4	2	2
Zotu6316	5	2	2	2	0	0	2	1	0	0	0	1	0	0	3	2	0	0	0	0	0	1	0	0
Zotu2286	1	1	2	4	4	0	5	2	1	1	1	1	1	1	0	2	1	0	2	0	0	1	0	0
Zotu4545	1	0	4	1	0	1	0	0	0	1	2	0	0	1	3	1	0	0	0	2	1	0	7	2
Zotu11948	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu8672	1	1	1	0	1	1	1	4	0	0	0	0	1	0	0	0	0	0	1	2	4	0	0	0
Zotu967	2	1	0	0	0	0	0	3	0	1	0	0	1	0	196	1	1	0	1	0	0	0	0	1
Zotu7044	2	3	1	1	0	0	2	2	0	2	1	1	1	0	0	1	0	0	0	1	0	1	0	0
Zotu7379	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	7	0	1	0
Zotu1485	3	1	2	3	2	2	4	8	1	5	4	9	1	3	2	2	1	8	4	3	1	3	17	2
Zotu1604	3	1	2	9	2	6	0	1	2	1	0	0	21	5	13	0	1	0	2	7	0	0	5	2
Zotu9931	4	2	0	1	1	0	1	1	2	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0
Zotu17964	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0
Zotu981	2	10	6	0	1	0	24	7	10	4	40	2	2	8	0	1	3	1	7	0	1	1	1	2
Zotu1811	2	2	1	2	1	3	1	3	1	0	0	4	1	3	1	3	1	1	4	1	0	0	9	1
Zotu11337	0	0	0	0	0	1	3	0	1	2	0	0	1	1	1	0	1	1	0	0	0	0	0	1
Zotu5204	1	0	1	0	1	1	2	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
Zotu13163	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0
Zotu4481	1	2	0	2	3	2	1	3	1	0	0	2	3	0	2	1	2	0	1	1	3	2	2	1
Zotu12830	2	0	0	3	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0
Zotu7573	1	0	0	0	2	0	1	0	0	0	1	0	2	0	0	1	1	0	1	0	0	1	2	0
Zotu646	10	7	6	6	8	9	4	4	5	2	2	5	19	4	1	2	8	9	8	4	10	8	2	7
Zotu635	10	8	16	7	14	5	9	7	11	8	7	3	5	4	0	5	3	10	10	3	5	9	1	6
Zotu2483	2	1	5	3	0	1	6	2	2	1	0	0	2	6	3	0	4	0	0	1	0	0	0	0
Zotu4622	2	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	2	2	2
Zotu6164	1	0	0	0	8	2	1	2	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
Zotu8319	2	3	1	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0
Zotu10102	3	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0
Zotu9117	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
Zotu10118	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0
Zotu1453	4	8	2	5	1	6	0	6	0	6	0	2	4	1	1	7	5	9	3	13	0	8	1	6
Zotu2385	1	3	2	1	3	1	4	1	3	2	0	0	1	4	6	1	6	2	0	1	0	1	0	3
Zotu7828	5	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0
Zotu14053	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1174	0	2	3	1	4	7	6	2	3	2	3	0	6	5	7	4	2	4	2	6	2	2	5	18
Zotu6499	5	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3066	4	0	2	1	2	4	1	8	0	0	4	1	0	1	1	0	2	3	4	0	1	7	2	1
Zotu8253	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Zotu3659	2	2	0	1	0	0	3	0	2	3	5	0	1	0	1	5	2	1	0	2	1	3	0	1
Zotu777	11	8	4	7	5	7	5	3	4	3	6	3	7	2	3	2	10	6	5	1	6	6	9	12
Zotu2465	1	2	0	2	2	0	4	2	1	1	0	0	0	0	0	0	2	4	0	1	5	1	3	4
Zotu8435	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu3157	1	0	0	1	0	2	1	1	1	1	3	6	1	1	0	0	1	2	0	2	0	1	0	3
Zotu2793	2	11	13	3	1	2	4	1	0	3	0	0	0	0	0	1	0	0	0	13	0	0	0	0
Zotu15257	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu1390	2	1	6	3	2	1	2	0	0	6	5	2	1	8	0	3	2	3	9	4	0	2	1	2
Zotu6530	1	3	2	1	1	0	2	0	1	1	0	0	1	0	0	1	0	0	0	1	0	3	0	0
Zotu5561	1	3	2	0	1	3	1	0	0	0	0	0	0	0	0	0	5	1	2	1	0	0	2	1
Zotu17656	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2412	7	4	6	2	2	1	1	2	2	1	0	2	2	1	0	2	3	2	0	1	1	15	1	0
Zotu15994	4	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7730	2	0	2	0	1	3	0	2	1	1	1	1	0	0	0	1	0	1	6	2	1	3	1	0
Zotu5926	5	0	1	0	1	1	6	4	0	0	0	0	1	1	0	0	6	4	0	4	1	0	0	1
Zotu814	7	0	5	3	2	1	0	1	4	0	4	3	4	1	1	1	1	24	4	6	0	1	3	1
Zotu12310	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Zotu6332	0	1	9	2	1	1	0	0	0	0	1	1	0	4	0	2	3	0	0	0	0	2	1	0
Zotu1549	1	0	0	0	0	0	1	0	3	5	11	7	12	2	0	13	5	0	1	3	2	0	4	4
Zotu16678	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Zotu8259	1	2	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu5713	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0
Zotu1067	1	1	1	2	0	0	2	0	0	4	0	15	2	68	16	4	13	2	1	1	0	1	0	0
Zotu7126	3	0	1	0	0	1	2	0	0	0	0	2	0	0	1	0	0	3	0	0	0	1	0	1
Zotu11133	6	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0
Zotu8689	1	1	0	0	1	3	1	0	0	0	0	0	2	0	3	0	2	1	0	0	0	1	4	1
Zotu2692	2	4	3	1	1	0	6	0	2	4	6	1	0	7	0	2	0	1	1	1	0	1	0	0
Zotu733	4	8	7	5	14	2	7	3	9	11	15	12	4	6	2	5	5	12	13	9	0	16	0	0
Zotu10405	1	2	0	0	1	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu17788	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2822	11	2	3	5	3	3	1	3	3	1	0	0	2	1	3	0	0	2	4	2	0	3	2	0
Zotu287	3	11	3	5	2	4	0	4	7	30	4	9	26	12	1	5	32	61	10	7	8	3	19	3
Zotu12341	2	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1716	2	0	2	1	0	1	1	0	2	7	7	2	1	3	3	3	0	1	4	0	0	2	0	2
Zotu2889	0	2	1	3	0	2	0	2	1	0	0	2	1	0	0	1	1	1	0	2	3	2	0	2
Zotu9649	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	2	0	0	0	1	0	0
Zotu6838	7	1	2	2	1	6	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Zotu11118	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Zotu1919	6	11	3	1	1	2	6	4	0	0	3	1	0	2	0	1	3	1	3	0	0	2	0	0
Zotu2467	3	2	0	2	4	4	1	2	2	0	0	0	3	0	0	1	1	3	2	1	1	1	6	1
Zotu2916	1	1	3	1	0	2	2	2	7	4	5	2	1	3	2	2	0	1	3	1	1	9	0	0
Zotu1554	2	5	4	6	1	0	0	1	2	3	5	1	7	9	0	0	50	2	0	1	0	10	0	0
Zotu18110	1	0	0	0	0	1	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Zotu1076	4	9	7	6	3	8	1	5	4	4	7	3	2	5	5	6	2	8	11	2	1	4	1	3
Zotu3024	2	3	1	2	2	2	0	3	2	0	0	1	0	0	0	0	2	2	0	0	4	2	0	1
Zotu9300	4	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu8459	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu8517	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
Zotu16571	1	1	0	0	0	0	0	0	7	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Zotu5168	0	1	0	1	0	0	0	0	3	12	3	0	0	4	1	0	2	0	0	0	0	0	0	1
Zotu4639	2	3	2	2	1	0	2	1	1	1	0	1	3	2	2	2	0	2	1	2	0	0	0	0
Zotu1326	2	5	7	3	3	2	9	6	3	1	1	0	1	6	8	3	0	0	4	2	0	7	0	0
Zotu9521	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0
Zotu2036	1	0	0	0	0	4	0	0	8	8	0	2	4	1	1	2	2	3	0	0	0	1	0	5
Zotu1028	2	4	3	1	6	2	1	2	3	2	2	5	5	4	7	6	12	4	2	9	19	3	6	7
Zotu3551	1	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	2	0	6
Zotu524	3	4	59	1	15	0	3	9	1	2	4	69	0	2	0	4	2	0	37	7	34	9	14	2
Zotu4043	2	14	3	4	2	0	0	4	2	1	7	1	0	1	1	1	0	0	1	0	0	0	0	0
Zotu6948	1	0	1	0	1	4	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0
Zotu2759	6	4	5	5	4	2	1	4	1	1	0	0	1	0	0	0	4	7	0	4	4	2	0	0
Zotu3924	1	4	2	1	0	2	0	1	0	0	1	0	3	0	0	0	0	0	0	0	2	0	1	1
Zotu1201	0	2	4	2	3	4	2	1	1	5	7	9	2	9	2	13	8	3	6	5	0	3	2	4
Zotu669	5	3	3	4	9	4	4	3	1	0	0	1	4	0	4	1	4	1	2	4	15	2	22	3
Zotu12512	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Zotu1057	3	1	0	2	0	3	0	2	0	0	2	0	4	2	4	7	2	5	0	15	13	2	23	9
Zotu810	2	3	4	9	3	3	6	4	5	8	4	4	7	7	0	3	5	6	2	2	0	2	3	2
Zotu1985	4	5	6	5	1	3	5	4	0	1	4	3	0	3	2	2	4	1	2	1	0	3	0	1
Zotu1332	2	8	7	8	2	0	20	3	4	10	10	5	4	1	4	2	2	0	3	1	0	1	0	1
Zotu10755	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	1	2	0	0	0	0	0	1
Zotu12873	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3
Zotu5829	3	1	2	1	0	1	1	1	0	0	1	0	0	0	0	3	2	1	3	1	0	1	0	0
Zotu3203	0	1	3	2	0	2	2	0	2	1	2	0	1	27	6	1	0	1	1	3	0	0	1	1
Zotu2670	5	2	1	2	3	0	0	5	1	1	0	0	0	0	0	0	0	2	2	0	0	5	0	0
Zotu10423	4	6	2	0	1	2	1	3	2	2	0	2	0	0	0	0	0	0	1	1	0	6	0	1
Zotu4433	4	1	1	0	1	2	0	1	2	1	0	0	1	1	0	2	1	0	0	1	0	1	0	0
Zotu4857	5	5	0	0	2	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
Zotu9239	0	4	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu769	1	7	1	3	0	1	9	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
Zotu7604	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1
Zotu15492	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2034	1	5	7	0	6	3	7	2	2	3	2	4	4	4	0	1	2	0	1	0	0	1	0	0
Zotu2724	2	1	0	1	1	0	0	0	2	0	1	0	1	0	2	1	4	2	0	0	0	0	3	0
Zotu16775	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0
Zotu5170	2	3	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2530	6	2	1	4	1	2	1	2	2	1	0	2	7	2	1	1	0	1	1	0	1	4	0	0
Zotu5754	4	2	0	1	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Zotu11540	1	1	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
Zotu1470	2	1	1	1	3	3	1	0	3	4	2	2	2	1	0	1	1	4	1	2	0	2	3	0
Zotu5573	5	1	0	0	1	1	0	0	1	1	1	2	4	3	1	0	1	0	0	1	0	0	0	0
Zotu1422	0	1	2	3	1	0	1	3	3	1	2	6	5	0	2	6	0	5	1	4	4	1	2	4
Zotu499	14	13	8	9	5	10	13	2	3	10	22	11	16	8	9	18	3	2	10	1	15	2	6	2
Zotu11301	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
Zotu5788	3	0	3	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	4	0	2	2	0	0
Zotu15475	1	3	0	0	1	0	0	1	0	0	2	3	0	0	0	0	2	1	0	0	0	0	1	0
Zotu2838	5	1	0	1	1	0	2	3	3	0	0	2	1	2	0	3	2	0	1	8	1	5	0	1
Zotu18117	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0
Zotu804	1	5	2	6	4	5	4	10	4	3	1	4	4	5	6	3	2	14	3	9	7	5	4	2
Zotu1375	2	0	4	2	4	2	3	1	2	1	2	3	3	1	3	5	11	5	1	3	4	2	6	3
Zotu518	3	15	5	16	1	16	4	4	6	6	14	5	9	2	5	5	16	6	4	11	18	2	36	29
Zotu18495	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu796	7	1	8	6	10	1	40	7	5	13	6	4	1	6	9	12	1	0	4	0	0	6	0	1
Zotu12625	2	0	1	1	0	0	2	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0
Zotu17697	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Zotu10831	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	1	0	0
Zotu3399	0	3	2	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	0	3	5	1	8	1
Zotu3491	3	1	0	0	0	0	3	2	4	1	1	4	0	3	0	3	0	0	0	0	0	2	0	0
Zotu2523	2	0	0	0	1	7	2	0	0	17	0	0	0	0	0	0	0	1	0	0	0	13	0	0
Zotu1561	1	8	1	3	5	1	3	1	5	4	3	4	1	6	0	3	3	5	4	5	2	2	2	3
Zotu3828	1	8	0	3	0	2	1	2	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0
Zotu11484	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu561	2	5	8	20	5	3	1	3	9	11	8	3	3	8	0	8	12	8	7	8	3	12	14	11
Zotu229	1	11	10	15	12	12	5	6	18	6	16	14	30	17	19	31	15	4	4	8	14	4	22	14
Zotu1139	3	2	0	3	5	2	5	5	6	2	3	6	8	0	3	7	4	2	3	1	2	4	0	3
Zotu2338	0	4	6	3	2	0	4	0	4	0	1	2	1	1	1	0	4	3	3	1	0	6	0	0
Zotu1040	6	6	1	6	1	0	0	3	3	5	3	2	5	4	1	13	1	7	2	6	2	0	3	8
Zotu2498	6	3	2	5	4	2	2	1	3	3	4	3	2	0	1	5	1	3	1	0	2	1	1	0
Zotu17449	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Zotu845	1	5	5	4	8	12	3	2	4	5	7	11	6	4	6	11	3	5	6	3	7	3	0	2
Zotu11095	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Zotu12876	1	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Zotu9169	4	0	4	0	1	3	1	1	0	0	2	0	1	1	0	0	1	0	0	2	3	0	3	0
Zotu195	9	23	18	24	19	14	23	8	13	9	14	17	15	24	11	14	18	16	27	13	6	19	2	4
Zotu4331	1	0	1	0	2	1	2	4	0	0	1	0	0	0	0	0	0	1	4	0	0	8	0	2
Zotu2640	4	7	4	2	4	3	4	7	0	0	0	0	0	1	21	3	1	0	4	6	0	1	0	0
Zotu3721	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	5	2	1	0	0	0
Zotu2609	1	1	2	0	4	0	0	0	1	0	2	2	2	2	4	5	2	0	0	1	0	1	0	3
Zotu6794	1	1	1	4	0	4	1	1	0	3	0	1	0	0	0	2	0	0	1	1	0	2	0	0
Zotu12080	1	1	3	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Zotu2158	3	1	1	3	0	29	5	0	1	0	0	0	6	10	3	0	3	1	0	3	0	0	1	0
Zotu6843	5	1	2	0	3	0	1	0	0	1	2	1	0	2	0	0	0	1	3	0	0	1	0	0
Zotu11413	1	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	1	3	1	1	0	0	0	0
Zotu11254	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0
Zotu5507	3	2	1	1	2	2	1	0	3	0	2	0	0	1	2	0	2	2	4	0	0	0	1	1
Zotu14312	3	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
Zotu15911	2	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3426	2	0	1	0	19	2	5	2	2	0	0	2	13	1	0	1	2	1	7	1	2	5	0	0
Zotu2075	7	7	3	14	5	5	3	2	1	1	1	3	1	1	1	3	2	0	1	0	4	2	0	0
Zotu11002	1	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	1	2	1	0	3	0	0	1
Zotu3547	1	14	11	4	0	0	13	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5854	2	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	4	1
Zotu5072	6	1	0	2	0	0	2	2	1	0	1	1	4	1	0	0	1	0	0	1	0	0	0	1
Zotu4396	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	2	3	0	2	2	0	1	3
Zotu3104	0	2	2	3	2	2	1	3	1	1	1	6	0	6	0	7	1	0	2	5	3	4	0	0
Zotu269	10	15	18	14	12	8	29	22	26	52	37	40	7	30	44	24	2	13	15	8	0	10	5	1
Zotu17639	1	1	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12148	1	1	0	0	0	0	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0
Zotu13630	0	1	0	1	1	0	0	1	2	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0
Zotu6783	1	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	2	0	0	0	0
Zotu4466	2	2	3	0	1	1	2	0	0	0	2	1	4	1	4	1	1	1	1	1	0	3	0	2
Zotu5254	0	0	4	2	0	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu16421	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2
Zotu707	5	6	0	6	6	1	2	0	5	0	0	3	12	1	7	0	3	2	1	1	19	0	26	8
Zotu13447	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
Zotu8789	2	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	1	6	1	0	0	1	0
Zotu6353	1	3	1	0	1	1	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0
Zotu5893	1	1	0	0	0	0	0	1	0	2	0	0	0	5	0	5	2	0	1	1	0	0	0	1
Zotu17785	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu10808	1	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	0	2	0	0
Zotu1155	1	0	4	6	2	1	0	5	3	0	6	4	6	2	2	6	8	3	2	2	14	4	11	8
Zotu1279	2	1	0	2	0	3	25	3	3	8	1	4	6	10	26	8	2	3	2	1	0	3	0	9
Zotu15269	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Zotu1932	2	3	0	5	4	2	4	4	2	4	2	8	4	1	2	5	4	4	2	0	1	11	0	4
Zotu2659	8	1	0	1	1	1	3	3	1	0	0	1	0	1	0	0	4	1	3	5	3	0	1	2
Zotu1361	6	4	5	3	1	1	0	3	3	0	1	4	1	3	0	5	3	14	2	4	3	5	1	2
Zotu1900	2	1	4	2	2	0	4	1	3	2	2	4	1	4	0	5	1	1	2	0	0	6	1	0
Zotu963	3	5	9	2	0	0	1	4	2	1	2	6	4	1	0	5	5	2	1	8	9	4	8	8
Zotu7075	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu2270	10	4	3	9	2	1	7	1	2	3	0	0	1	3	2	3	0	0	8	0	0	4	0	0
Zotu14279	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
