,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0,Kingdom,Phylum,Class,Order,Family,Genus,Species
Zotu12240,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,3,1,0,0,1,0,0,0,2,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__uncultured,D_6__uncultured bacterium
Zotu12335,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Xanthomonadales,D_4__Rhodanobacteraceae,D_5__uncultured,D_6__uncultured bacterium
Zotu10380,0,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,D_0__Bacteria,D_1__Firmicutes,D_2__Clostridia,D_3__Clostridiales,D_4__Clostridiaceae 1,D_5__Clostridium sensu stricto 1,
Zotu17745,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,
Zotu17036,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,1,2,0,3,0,0,0,0,0,0,2,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingomonas,
Zotu6447,0,1,0,0,0,3,0,1,0,0,0,8,0,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Chthoniobacterales,D_4__Chthoniobacteraceae,D_5__Candidatus Udaeobacter,D_6__uncultured bacterium
Zotu15865,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Gammaproteobacteria Incertae Sedis,D_4__Unknown Family,D_5__Candidatus Ovatusbacter,D_6__uncultured bacterium
Zotu16835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,1,2,3,1,1,0,0,1,0,1,0,1,0,1,1,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__DS-100,D_4__uncultured Acidobacteriales bacterium,D_5__,D_6__
Zotu13371,0,1,2,1,0,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,1,0,1,2,D_0__Bacteria,D_1__Elusimicrobia,D_2__Lineage IIa,D_3__uncultured soil bacterium,D_4__,D_5__,D_6__
Zotu7936,0,1,7,0,0,0,1,1,2,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
Zotu18408,0,2,2,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Sphingobacteriales,D_4__env.OPS 17,,
Zotu4988,0,2,0,1,1,0,0,2,0,2,7,1,1,2,7,0,0,2,5,2,1,0,2,0,0,0,1,1,0,0,1,0,1,1,0,1,2,0,1,0,0,0,3,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Micropepsales,D_4__Micropepsaceae,D_5__uncultured,
Zotu8896,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,,
Zotu13724,0,0,0,0,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__uncultured,D_6__metagenome
Zotu18068,0,1,1,3,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Elusimicrobia,D_2__Lineage IIa,D_3__uncultured bacterium,D_4__,D_5__,D_6__
Zotu6531,0,2,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,5,3,0,0,0,0,1,4,0,1,0,4,2,0,2,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Diplorickettsiales,D_4__Diplorickettsiaceae,D_5__Aquicella,D_6__uncultured bacterium
Zotu4758,0,1,1,1,1,0,1,1,0,0,2,2,6,0,0,0,2,2,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,3,1,1,1,0,0,1,0,1,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Pirellulales,D_4__Pirellulaceae,D_5__uncultured,
Zotu11308,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,3,2,0,0,0,0,0,0,1,0,1,0,D_0__Bacteria,D_1__Gemmatimonadetes,D_2__Gemmatimonadetes,D_3__Gemmatimonadales,D_4__Gemmatimonadaceae,D_5__uncultured,
Zotu9988,0,2,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,,
Zotu3960,0,3,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,23,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Micromonosporales,D_4__Micromonosporaceae,D_5__Phytohabitans,
Zotu17783,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Gemmatales,D_4__Gemmataceae,D_5__uncultured,D_6__uncultured bacterium
Zotu17865,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,,
Zotu2583,0,1,2,4,5,1,2,1,4,1,3,1,8,1,0,3,1,3,3,5,4,0,4,8,2,0,1,0,0,0,1,1,2,0,1,1,1,0,0,0,0,4,0,1,1,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingomonas,
Zotu16705,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Bdellovibrionales,D_4__Bdellovibrionaceae,D_5__Bdellovibrio,D_6__metagenome
Zotu6084,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,2,0,0,0,0,4,0,0,1,0,0,D_0__Bacteria,D_1__Acidobacteria,D_2__Thermoanaerobaculia,D_3__Thermoanaerobaculales,D_4__Thermoanaerobaculaceae,D_5__Subgroup 10,
Zotu4426,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,1,0,0,0,0,2,0,0,0,3,47,0,0,0,1,2,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Rhizobiaceae,D_5__Mesorhizobium,
Zotu12236,0,2,1,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Bacteroidetes,D_2__Bacteroidia,D_3__Chitinophagales,D_4__Chitinophagaceae,D_5__Ferruginibacter,
Zotu5645,0,2,0,11,0,0,1,0,2,0,0,1,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,0,0,9,0,0,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Gaiellales,D_4__Gaiellaceae,D_5__Gaiella,
Zotu16252,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,D_0__Bacteria,D_1__Chloroflexi,D_2__Chloroflexia,D_3__Thermomicrobiales,D_4__JG30-KF-CM45,D_5__metagenome,D_6__
Zotu1585,0,1,1,1,0,1,0,1,1,3,1,0,1,1,1,4,0,0,2,3,0,0,2,5,2,3,20,0,1,0,0,6,1,3,3,1,0,5,1,9,28,1,9,1,1,13,0,23,D_0__Bacteria,D_1__Actinobacteria,D_2__Actinobacteria,D_3__Pseudonocardiales,D_4__Pseudonocardiaceae,,
Zotu12946,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__Pseudomonadales,D_4__Moraxellaceae,D_5__uncultured,D_6__uncultured Pseudomonadaceae bacterium
Zotu3654,0,3,0,1,0,1,0,0,0,13,0,2,1,0,0,1,0,8,0,2,0,1,0,0,0,0,0,0,7,0,1,0,1,0,0,5,1,0,0,0,0,2,0,0,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Novosphingobium,
Zotu15555,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__uncultured,,,
Zotu9436,0,1,0,1,0,0,0,2,2,1,1,0,0,1,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,1,1,3,0,1,0,0,0,3,3,1,0,0,2,D_0__Bacteria,D_1__Planctomycetes,D_2__Planctomycetacia,D_3__Isosphaerales,D_4__Isosphaeraceae,D_5__Singulisphaera,
Zotu10881,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Subgroup 6,D_3__uncultured Acidobacteriales bacterium,D_4__,D_5__,D_6__
Zotu12203,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rickettsiales,D_4__SM2D12,D_5__uncultured alpha proteobacterium,D_6__
Zotu11456,0,3,1,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,D_0__Bacteria,D_1__Chlamydiae,D_2__Chlamydiae,D_3__Chlamydiales,D_4__Simkaniaceae,D_5__uncultured,
Zotu7577,0,1,2,0,0,0,1,0,0,0,3,0,0,3,0,0,0,1,2,0,0,3,2,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Beijerinckiaceae,D_5__uncultured,D_6__uncultured bacterium
Zotu9735,0,1,0,1,0,0,1,1,4,1,1,0,3,3,0,2,0,1,0,0,1,2,1,2,1,3,0,4,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Sphingomonadales,D_4__Sphingomonadaceae,D_5__Sphingomonas,
Zotu10564,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Verrucomicrobiae,D_3__Pedosphaerales,D_4__Pedosphaeraceae,D_5__ADurb.Bin063-1,
Zotu11420,0,2,0,1,1,1,0,0,1,3,0,1,0,1,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,2,2,1,0,1,0,1,2,1,D_0__Bacteria,D_1__Acidobacteria,D_2__Blastocatellia (Subgroup 4),D_3__11-24,,,
Zotu6216,0,2,0,1,0,0,1,0,3,1,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,2,3,0,0,1,0,2,1,0,4,0,0,1,0,0,0,1,6,1,0,1,1,2,D_0__Bacteria,D_1__Actinobacteria,D_2__Thermoleophilia,D_3__Solirubrobacterales,D_4__67-14,,
Zotu9896,0,1,0,3,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Deltaproteobacteria,D_3__Myxococcales,D_4__Sandaracinaceae,D_5__uncultured,
Zotu7375,0,2,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,1,0,1,0,1,0,1,1,2,0,0,4,2,0,0,2,1,0,1,0,0,0,0,2,1,2,1,0,0,0,0,D_0__Bacteria,D_1__Proteobacteria,D_2__Gammaproteobacteria,D_3__PLTA13,D_4__metagenome,D_5__,D_6__
Zotu10362,0,2,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,D_0__Bacteria,D_1__Actinobacteria,D_2__Acidimicrobiia,D_3__IMCC26256,Ambiguous_taxa,D_5__,D_6__
